"","author_list","title","journal","year","language","language_comments","evidence_point_ID","country","country_comments","locality","coordinates_N","coordinates_E","year_start","year_end","elevation","elevation_DEM","study_design","study_design_comments","experimental_design","study_method","study_method_comments","exposure_quantification","exposure_quantification_comments","additional_exposures","additional_treatments_comments","extent_of_spatial_scale","spatial_resolution_recorded","spatial_resolution_reported","extent_of_temporal_scale","temporal_resolution","redundancy","biological_organization_level_recorded","biological_organization_recorded_comments","biological_organization_level_reported","biological_organization_reported_comments","identity_of_biological_organization_unit","management_plant","conservation_plant","conservation_plant_comments","measured_response_variable","measured_response_comments","herbivore_identity","herbivore_type","herbivore_type_comments","herbivory_season","herbivory_season_comment","effect_type","effect_type_comments","management_herbivore","management_herbivore_comments","conservation_herbivore","conservation_herbivore_comments","management","management_area","conservation_study_area","conservation_study_area_comment","temperature","temperature_measure","precipitation","precipitation_measure","distance_from_coast","soil_type.","productivity_P","habitat_type_P","disturbance","disturbance_comment","food_web_context_other_herbivores","food_web_context_predators","conservation_focus","comment","coding.person","coding.checked","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","north_of_treeline","ArcticHerbivore_Species.richness","ArcticHerbivore_Phylogenetic.diversity","ArcticHerbivore_Functional.diversity","GPW","Footprint","Current.NDVI","CurrentGrowingSeasonLength","NDVI.trend","GrowingSeasonLength.trend","Temperature.anomaly","coords.x1","coords.x2","optional"
"352","Tolvanen, Alatalo, Henry","Resource allocation patterns in a forb and a sedge in two arctic environments - short-term response to herbivory","Nordic Journal of Botany",2002,"english",NA,"2089_a","Sweden",NA,"Latnajaure",68.35,18.5,"1996","1996","1000",1131,"experimental",NA,"control-impact","field",NA,"simulated herbivory",NA,"not relevant",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","1","once","not redundant","individual",NA,"individual",NA,"Oxyria_digyna","not reported","not reported",NA,"several","morphological measure, physiological measure","simulated herbivory","unknown","severals herbivores listed in introduction as consumers of the target plants, study site herbivores or target herbivore of simulation not described","not reported",NA,"removal of plant parts",NA,"not reported",NA,"not reported",NA,"not reported","not reported","not reported",NA,"07.aug","warmest_month_mean","not reported","not reported",42.4838561640074,"I","not reported","rich_meadow","not reported",NA,"not reported","not reported","not reported","I have separated this into 4 evidence points (rather than 4) because they look at one species in each habitat at two sites","Eeva Soininen","Isabel C Barrio",-35,69,24,7323,120,-162,282,55,-92,65,-122,639,86,33,29,228,109,220,140,-385.569390093602,NA,NA,NA,2.67364705187755,2.61493547519835,94.2381873684714,127.15876363894,0.252573914017186,0.0897008841927475,1.28289531052881,18.5,68.35,TRUE
"353","Tolvanen, Alatalo, Henry","Resource allocation patterns in a forb and a sedge in two arctic environments - short-term response to herbivory","Nordic Journal of Botany",2002,"english",NA,"2089_b","Sweden",NA,"Latnajaure",68.35,18.5,"1996","1996","1000",1131,"experimental",NA,"control-impact","field",NA,"simulated herbivory",NA,"not relevant",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","1","once","not redundant","individual",NA,"individual",NA,"Eriophorum_angustifolium","not reported","not reported",NA,"several","morphological measure, physiological measure","simulated herbivory","unknown","severals herbivores listed in introduction as consumers of the target plants, study site herbivores or target herbivore of simulation not described","not reported",NA,"removal of plant parts",NA,"not reported",NA,"not reported",NA,"not reported","not reported","not reported",NA,"07.aug","warmest_month_mean","not reported","not reported",42.4838561640074,"I","not reported","wet_meadow","not reported",NA,"not reported","not reported","not reported","I have separated this into 4 evidence points (rather than 4) because they look at one species in each habitat at two sites","Eeva Soininen","Isabel C Barrio",-35,69,24,7323,120,-162,282,55,-92,65,-122,639,86,33,29,228,109,220,140,-385.569390093602,NA,NA,NA,2.67364705187755,2.61493547519835,94.2381873684714,127.15876363894,0.252573914017186,0.0897008841927475,1.28289531052881,18.5,68.35,TRUE
"354","Cooper, Wookey","Floral herbivory of Dryas octopetala by Svalbard reindeer","Arctic, Antarctic, and Alpine Research",2003,"english",NA,"2102_a","Svalbard/Jan Mayen",NA,"Brøggerhalvøya",78.93,11.855,"1997","1997","50",14,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"not relevant",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","1","regular with intervals shorter than a year","not redundant","individual",NA,"population/species",NA,"Dryas_octopetala","not reported","not reported",NA,"reproduction/recruitment",NA,"Rangifer_tarandus_platyrhynchus","other vertebrates",NA,"summer",NA,"removal of plant parts",NA,"other","introduced","not reported",NA,"managed herbivore","not reported","not reported",NA,"not reported","not reported","not reported","not reported",14.1637858487518,NA,"not reported","exposed_ridge","not reported",NA,"quantified in the study","mentioned","not reported","habitat description: polar willow-mountain avens ridge --> changed to exposed_ridge","Eeva Soininen","Isabel C Barrio",-53,41,19,6221,61,-154,215,0,-42,31,-125,378,46,18,26,125,60,91,102,961.81245556601,0.0589007873925827,0.200223703915336,0.55634659245635,0.0859243381476285,3.18706968874082,NA,NA,NA,NA,5.69186466146753,11.855,78.93,TRUE
"355","Cooper, Wookey","Floral herbivory of Dryas octopetala by Svalbard reindeer","Arctic, Antarctic, and Alpine Research",2003,"english",NA,"2102_b","Svalbard/Jan Mayen",NA,"Brøggerhalvøya",78.93,11.855,"1997","1997","15_50",14,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"not relevant",NA,"from 1x1 km to 10x10 km","from  1x1 m to 10x10 m (including 10x10m)","from  1x1 m to 10x10 m (including 10x10m)","1","twice, interval one year or shorter","not redundant","individual",NA,"population/species",NA,"Dryas_octopetala","not reported","not reported",NA,"reproduction/recruitment",NA,"Rangifer_tarandus_platyrhynchus","other vertebrates",NA,"summer",NA,"removal of plant parts",NA,"other","introduced","not reported",NA,"managed herbivore","not reported","not reported",NA,"not reported","not reported","not reported","not reported",14.1637858487518,NA,"not reported","exposed_ridge","not reported",NA,"quantified in the study","mentioned","not reported","habitat description: polar willow-mountain avens ridge --> changed to exposed_ridge","Eeva Soininen","Isabel C Barrio",-53,41,19,6221,61,-154,215,0,-42,31,-125,378,46,18,26,125,60,91,102,961.81245556601,0.0589007873925827,0.200223703915336,0.55634659245635,0.0859243381476285,3.18706968874082,NA,NA,NA,NA,5.69186466146753,11.855,78.93,TRUE
"356","Den Herder, Kytöviita, Niemelä","Growth of reindeer lichens and effects of reindeer grazing on ground cover vegetation in a Scots pine forest and a subarctic heathland in Finnish Lapland","Ecography",2003,"english",NA,"2103_a","Finland",NA,"Jesnalvaara",69.766667,26.95,"1987","2000","327",260,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"none",NA,"from 1x1 km to 10x10 km","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","14","twice, interval longer than one year","not redundant","several","populations/species, groups of species","several","populations/species, groups of species","Cladina_stellaris, Cladina_rangiferina, Cladina_mitis, Cladonia_uncialis, Cladonia_spp., Stereocaulon_spp., Cetraria_nivalis, other_lichens, Pleurozium_schreberi, Polytrichum_spp., other_mosses","not reported","not reported",NA,"several","biomass, morphological measure","Rangifer_tarandus","other vertebrates",NA,"not reported",NA,"several","removal of plant parts, disturbance","semi-domesticated",NA,"not reported",NA,"managed herbivore","not reported","protected area",NA,"not reported","not reported","not reported","not reported",48.0526601733813,"P","not reported","subarctic_heath","not reported",NA,"not reported","not reported","not reported","Also had a forest site. Study conducted in Kevo Nature Reserve","Isabel C Barrio","Isabel C Barrio",-14,84,25,8400,156,-173,329,98,-81,98,-118,424,69,19,42,172,61,172,71,-106.063525326086,0.202898550724638,0.409832105676728,0.876099923582508,0.495027725002891,2.84415411241796,55.3726178739626,102.508784105488,0.0939479904096968,0.068102807191722,1.1728071652031,26.95,69.766667,TRUE
"357","Karlsson, Weih","Long-term patterns of leaf, shoot and wood production after insect herbivory in the Mountain Birch","Functional Ecology",2003,"english",NA,"2112_a","Sweden",NA,"Torneträsk",68.2,19.733333,"1995","2002","390",600,"experimental",NA,"control-impact","field",NA,"herbivore outbreak",NA,"none",NA,"not reported","not reported","not reported","8","annual","not redundant","individual",NA,"individual",NA,"Betula_pubescens_czerepanovii","not reported","not reported",NA,"several","reproduction/recruitment, morphological measure, physiological response","Epirrita_autumnata","defoliating invertebrates",NA,"summer",NA,"removal of plant parts",NA,"not reported",NA,"not reported",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",42.4838561640074,"I","not reported","mountain_birch_forest","several","geomorphological issues, icing/winter damage","not reported","mentioned","not reported","Vicinity of Torneträsk railway station, Swedish Lapland. Habitat details: Mountain birch growing in the border zone between the coniferous forests and alpine tundra in Fennoscandia. Nutrient-poor, dry heath forests in north Sweden. Forests are described as open forests with polycormic trees","Mariana Tamayo","Isabel C Barrio",-26,76,23,8384,145,-175,320,87,-88,87,-129,508,79,25,37,198,79,198,100,-385.569390093602,0.217246296957445,0.41505885077107,0.881045298604862,2.67364705187755,2.61493547519835,89.0019960520146,118.684918462962,0.116986121867046,-0.0569742356395649,1.28289531052881,19.733333,68.2,TRUE
"358","Person, Herzog, Ruess, Sedinger, Anthony, Babcock","Feedback dynamics of grazing lawns: coupling vegetation change with animal growth","Oecologia",2003,"english",NA,"2128_a","Alaska",NA,"Tutakoke River",61.25,-165.5,"1995","1997","not reported",3,"experimental",NA,"control-impact","field",NA,"simulated herbivory",NA,"none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","from 10x10 m to 100x100 m (including 100x100 m)","3","annual","not redundant","population/species",NA,"population/species",NA,"Carex_ramenskii","not reported","not reported",NA,"several","biomass, physiological response, productivity","Branta_bernicla_nigricans","waterfowl",NA,"summer",NA,"removal of plant parts",NA,"hunted",NA,"not reported",NA,"not reported","not reported",NA,"not reported","not reported","not reported","not reported","not reported",28.6966890061853,"G","not reported","meadow","not reported",NA,"not reported","mentioned","not reported","Note the abstact reports the study was conducted from 1987 to 2000 but in the methods and results data were collected and reported for 2001. Hence put that the study ended in 2001 rather than 2000. Also  it is unclear the size of the study site, the Tutakoke River Brant colony, the paper mentions this site is at the mouth of the Kashunuk River and Angyoyaravak Bay, which are part of the Yukon Kuskokwim (YK) Delta that encompasses >75,000 km2 of wetlands between the Yukon and Kuskokwim Rivers. Location: Tutakoke River Brant colony at the mouth of the Kashunuk River and Angyoyaravak Bay. ICB: this is the MOWING EXPERIMENT","Mariana Tamayo","Isabel C Barrio",-12,69,23,8298,139,-153,292,91,-86,96,-111,657,133,24,61,313,85,255,90,132.126852361615,0.27344881037419,0.544935931831276,0.92257138199698,1.16226145354381,4.02879073079666,117.221202321685,156.524941204452,0.13840072057021,0.113488748614039,6.31463569124866,-165.5,61.25,TRUE
"359","Person, Herzog, Ruess, Sedinger, Anthony, Babcock","Feedback dynamics of grazing lawns: coupling vegetation change with animal growth","Oecologia",2003,"english",NA,"2128_b","Alaska",NA,"Tutakoke River",61.25,-165.5,"1994","2001","not reported",3,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"none",NA,"not reported","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","8","regular with intervals longer than a year","not redundant","population/species",NA,"population/species",NA,"Carex_subspathacea","not reported","not reported",NA,"biomass",NA,"Branta_bernicla_nigricans","waterfowl",NA,"summer",NA,"removal of plant parts",NA,"hunted",NA,"not reported",NA,"not reported","not reported",NA,"not reported","not reported","not reported","not reported","not reported",28.6966890061853,"G","not reported","grazing_lawn","not reported",NA,"not reported","mentioned","not reported","Note the abstact reports the study was conducted from 1987 to 2000 but in the methods and results data were collected and reported for 2001. Hence put that the study ended in 2001 rather than 2000. Also  it is unclear the size of the study site, the Tutakoke River Brant colony, the paper mentions this site is at the mouth of the Kashunuk River and Angyoyaravak Bay, which are part of the Yukon Kuskokwim (YK) Delta that encompasses >75,000 km2 of wetlands between the Yukon and Kuskokwim Rivers. Location: Tutakoke River Brant colony at the mouth of the Kashunuk River and Angyoyaravak Bay. ICB: this is the EXCLOSURE EXPERIMENT","Mariana Tamayo","Isabel C Barrio",-12,69,23,8298,139,-153,292,91,-86,96,-111,657,133,24,61,313,85,255,90,132.126852361615,0.27344881037419,0.544935931831276,0.92257138199698,1.16226145354381,4.02879073079666,117.221202321685,156.524941204452,0.13840072057021,0.113488748614039,6.31463569124866,-165.5,61.25,TRUE
"360","Person, Herzog, Ruess, Sedinger, Anthony, Babcock","Feedback dynamics of grazing lawns: coupling vegetation change with animal growth","Oecologia",2003,"english",NA,"2128_c","Alaska",NA,"Tutakoke River",61.25,-165.5,"1991","1999","not reported",3,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"none",NA,"from 1x1 km to 10x10 km","larger than 1000x1000 m","larger than 1000x1000 m","9","annual","not redundant","community",NA,"community",NA,"grazing_lawn, meadow, slough_levee","not reported","not reported",NA,"cover",NA,"Branta_bernicla_nigricans","waterfowl",NA,"summer",NA,"removal of plant parts",NA,"hunted",NA,"not reported",NA,"not reported","not reported",NA,"not reported","not reported","not reported","not reported","not reported",28.6966890061853,"G","not reported","salt_marsh","not reported",NA,"not reported","mentioned","not reported","Note the abstact reports the study was conducted from 1987 to 2000 but in the methods and results data were collected and reported for 2001. Hence put that the study ended in 2001 rather than 2000. Also  it is unclear the size of the study site, the Tutakoke River Brant colony, the paper mentions this site is at the mouth of the Kashunuk River and Angyoyaravak Bay, which are part of the Yukon Kuskokwim (YK) Delta that encompasses >75,000 km2 of wetlands between the Yukon and Kuskokwim Rivers. Location: Tutakoke River Brant colony at the mouth of the Kashunuk River and Angyoyaravak Bay. ICB: this is the observational part on changes in zonation of plant communities","Mariana Tamayo","Isabel C Barrio",-12,69,23,8298,139,-153,292,91,-86,96,-111,657,133,24,61,313,85,255,90,132.126852361615,0.27344881037419,0.544935931831276,0.92257138199698,1.16226145354381,4.02879073079666,117.221202321685,156.524941204452,0.13840072057021,0.113488748614039,6.31463569124866,-165.5,61.25,TRUE
"361","Person, Ruess","Stability of a subarctic saltmarsh: Plant community resistance to tidal inundation","Écoscience",2003,"english",NA,"2129_a","Alaska",NA,"Tutakoke River",61.25,-165.6,"1994","1995","not reported",1,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"other","flooding","from 10x10 km to 100x100 km","up to  1x1 m (including 1x1 m)","from  1x1 m to 10x10 m (including 10x10m)","2","regular with intervals shorter than a year","not redundant","population/species",NA,"population/species",NA,"Carex_subspathacea, Carex_ramenskii, total_community","not reported","not reported",NA,"several","biomass, diversity, physiological response","Branta_bernicla_nigricans","waterfowl",NA,"summer",NA,"removal of plant parts",NA,"non-managed",NA,"increased/range expansion",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",28.6966890061853,"G","not reported","grazing_lawn","flooding",NA,"not reported","not reported","not reported","interaction between herbivory and flooding :D Experiment replicated in three habitats, reported separately --> 3 evidence points","Charles Gignac","Isabel C Barrio",-11,68,23,8249,138,-153,291,91,-87,95,-110,659,134,24,62,314,85,256,90,132.126852361615,0.27344881037419,0.544935931831276,0.92257138199698,1.16226145354381,4.02879073079666,117.221202321685,156.524941204452,0.13840072057021,0.113488748614039,6.31463569124866,-165.6,61.25,TRUE
"362","Person, Ruess","Stability of a subarctic saltmarsh: Plant community resistance to tidal inundation","Écoscience",2003,"english",NA,"2129_b","Alaska",NA,"Tutakoke River",61.25,-165.6,"1994","1995","not reported",1,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"other","flooding","from 10x10 km to 100x100 km","up to  1x1 m (including 1x1 m)","from  1x1 m to 10x10 m (including 10x10m)","2","regular with intervals shorter than a year","not redundant","population/species",NA,"population/species",NA,"Carex_subspathacea, Carex_ramenskii, total_community","not reported","not reported",NA,"several","biomass, diversity, physiological response","Branta_bernicla_nigricans","waterfowl",NA,"summer",NA,"removal of plant parts",NA,"non-managed",NA,"increased/range expansion",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",28.6966890061853,"G","not reported","meadow","flooding",NA,"not reported","not reported","not reported","interaction between herbivory and flooding :D Experiment replicated in three habitats, reported separately --> 3 evidence points","Charles Gignac","Isabel C Barrio",-11,68,23,8249,138,-153,291,91,-87,95,-110,659,134,24,62,314,85,256,90,132.126852361615,0.27344881037419,0.544935931831276,0.92257138199698,1.16226145354381,4.02879073079666,117.221202321685,156.524941204452,0.13840072057021,0.113488748614039,6.31463569124866,-165.6,61.25,TRUE
"363","Person, Ruess","Stability of a subarctic saltmarsh: Plant community resistance to tidal inundation","Écoscience",2003,"english",NA,"2129_c","Alaska",NA,"Tutakoke River",61.25,-165.6,"1994","1995","not reported",1,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"other","flooding","from 10x10 km to 100x100 km","up to  1x1 m (including 1x1 m)","from  1x1 m to 10x10 m (including 10x10m)","2","regular with intervals shorter than a year","not redundant","population/species",NA,"population/species",NA,"Carex_subspathacea, Carex_ramenskii, total_community","not reported","not reported",NA,"several","biomass, diversity, physiological response","Branta_bernicla_nigricans","waterfowl",NA,"summer",NA,"removal of plant parts",NA,"non-managed",NA,"increased/range expansion",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",28.6966890061853,"G","not reported","slough_levee","flooding",NA,"not reported","not reported","not reported","interaction between herbivory and flooding :D Experiment replicated in three habitats, reported separately --> 3 evidence points","Charles Gignac","Isabel C Barrio",-11,68,23,8249,138,-153,291,91,-87,95,-110,659,134,24,62,314,85,256,90,132.126852361615,0.27344881037419,0.544935931831276,0.92257138199698,1.16226145354381,4.02879073079666,117.221202321685,156.524941204452,0.13840072057021,0.113488748614039,6.31463569124866,-165.6,61.25,TRUE
"364","Rees, Williams, Vitebsky","Mapping land cover change in a reindeer herding area of the Russian Arctic using Landsat TM and ETM+ imagery and indigenous knowledge","Remote Sensing of Environment",2003,"english",NA,"2132_a","Russia",NA,"Nenets Autonomous Okrug",67.482625,49.254881,"1988","2000","0_300",82,"observational",NA,"not relevant","remote sensing",NA,"herbivore population up",NA,"none",NA,"larger than 1000x1000 km","larger than 1000x1000 m","larger than 1000x1000 m","13","once","not redundant","other","land cover classes","other","land cover classes","grass_and_scrub, dwarf_shrub_tundra, lichen, bare_ground","not reported","not reported",NA,"cover",NA,"Rangifer_tarandus","other vertebrates",NA,"year-round",NA,"not reported",NA,"semi-domesticated",NA,"no concern",NA,"managed herbivore","historical and current","not reported",NA,"not reported","not reported","not reported","not reported",43.0197989689279,"P","not reported","tundra","not reported",NA,"not reported","not reported","not reported","measured response = cover because they measured the extent of land cover type using Landsat images","Isabel C Barrio","Isabel C Barrio",-24,84,21,9683,179,-206,385,51,-101,104,-145,429,59,22,35,163,68,143,79,46.3286970182016,0.225884637853649,0.403484823357151,0.835628564014999,0.117565074946592,2.04086916182851,97.3765757090748,129.956797073004,0.396067154470195,0.111682744356236,1.28289531052881,49.254881,67.482625,TRUE
"365","Walker, Henry, Wilson, Jefferies","The dynamics of nitrogen movement in an Arctic salt marsh in response to goose herbivory: a parameterized model with alternate stable states","Journal of Ecology",2003,"english",NA,"2143_a","Canada",NA,"La Pérouse Bay",58.75,-93.5,"not relevant","not relevant","not reported",3,"modelling",NA,"not relevant","modelling",NA,"not relevant",NA,"none",NA,"not relevant","not relevant","not relevant","not relevant","not reported","not redundant","community",NA,"community",NA,"not reported","not reported","not reported",NA,"physiological response",NA,"goose","waterfowl",NA,"spring",NA,"several","removal of plants, disturbance, fertilizing","other","not reported","increased/range expansion",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",20.7045807996302,NA,"not reported","coastal_saltmarsh","not reported",NA,"not reported","not reported","not reported","modelling study using data from La Pérouse Bay. Response variable: physiological response (N content). Modelling study -- modelling scenarios included grazed and non grazed. modelling of N budget across the whole ecosystem, for grazed and ungrazed sites","Isabel C Barrio","Isabel C Barrio",-76,89,17,14130,172,-327,499,94,-252,97,-260,412,61,14,45,165,46,156,50,-46.881864772315,0.289151230462519,0.594142371601335,0.944676593008592,1.24919179803692,16.1804280253351,NA,NA,NA,NA,8.61529828988081,-93.5,58.75,TRUE
"366","Dormann","Optimal anti-herbivore defence allocation in Salix polaris: doing it the arctic way?","Phytocoenologia",2002,"english",NA,"2180_a","Svalbard/Jan Mayen",NA,"Semmeldalen",78.05,15.533333,"not reported","not reported","not reported",700,"experimental",NA,"control-impact","field",NA,"simulated herbivory",NA,"none",NA,"not reported","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","1","regular with intervals shorter than a year","not redundant","individual",NA,"population/species",NA,"Salix_polaris","not reported","not reported",NA,"physiological response",NA,"Rangifer_tarandus","other vertebrates",NA,"several","spring, summer","removal of plant parts",NA,"non-managed",NA,"no concern",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",14.5359499173867,NA,"not reported","Salix_polaris_heath","not reported",NA,"mentioned","not reported","not reported","the study presents data on two separate experiments, but only one really dealing with herbivory directly, so only one evidence point.. he also used data from a third experiment (published separately) to feed a model. The experiments seem to be better described in Carsten's PhD thesis (Dormann, 2001). Response variable: physiological response (phenolic content)","Isabel C Barrio","Isabel C Barrio",-82,43,17,7253,52,-200,252,13,-67,17,-165,324,39,17,21,101,58,87,85,NA,0.072463768115942,0.275223722312711,0.688954841382522,0.103545975406514,5.41843038316683,NA,NA,NA,NA,5.69186466146753,15.533333,78.05,TRUE
"367","Dormann, Skarpe","Flowering, growth and defence in the two sexes: consequences of herbivore exclusion for Salix polaris","Functional Ecology",2002,"english",NA,"2182_a","Svalbard/Jan Mayen",NA,"Semmeldalen",78.05,15.533333,"1997","2000","not reported",700,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"none",NA,"not reported","up to  1x1 m (including 1x1 m)","from 10x10 m to 100x100 m (including 100x100 m)","4","once","not redundant","population/species",NA,"population/species",NA,"Salix_polaris","not reported","not reported",NA,"reproduction/recruitment",NA,"Rangifer_tarandus","other vertebrates",NA,"summer",NA,"not reported",NA,"non-managed",NA,"no concern",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",14.5359499173867,NA,"not reported","dry_heath","not reported",NA,"mentioned","not reported","not reported","same locations, two habitats (reported separately, so I keep as 2 evidence points). Response variable: reproduction/recruitment (sex ratio)","Isabel C Barrio","Isabel C Barrio",-82,43,17,7253,52,-200,252,13,-67,17,-165,324,39,17,21,101,58,87,85,NA,0.072463768115942,0.275223722312711,0.688954841382522,0.103545975406514,5.41843038316683,NA,NA,NA,NA,5.69186466146753,15.533333,78.05,TRUE
"368","Dormann, Skarpe","Flowering, growth and defence in the two sexes: consequences of herbivore exclusion for Salix polaris","Functional Ecology",2002,"english",NA,"2182_b","Svalbard/Jan Mayen",NA,"Semmeldalen",78.05,15.533333,"1997","2000","not reported",700,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"none",NA,"not reported","up to  1x1 m (including 1x1 m)","from 10x10 m to 100x100 m (including 100x100 m)","4","once","not redundant","population/species",NA,"population/species",NA,"Salix_polaris","not reported","not reported",NA,"reproduction/recruitment",NA,"Rangifer_tarandus","other vertebrates",NA,"summer",NA,"not reported",NA,"non-managed",NA,"no concern",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",14.5359499173867,NA,"not reported","wet_tundra","not reported",NA,"mentioned","not reported","not reported","same locations, two habitats (reported separately, so I keep as 2 evidence points). Response variable: reproduction/recruitment (sex ratio)","Isabel C Barrio","Isabel C Barrio",-82,43,17,7253,52,-200,252,13,-67,17,-165,324,39,17,21,101,58,87,85,NA,0.072463768115942,0.275223722312711,0.688954841382522,0.103545975406514,5.41843038316683,NA,NA,NA,NA,5.69186466146753,15.533333,78.05,TRUE
"369","Grellmann","Plant responses to fertilization and exclusion of grazers on an arctic tundra heath","Oikos",2002,"english",NA,"2190_a","Norway",NA,"Joatka",69.766667,23.966667,"1992","1996","520",600,"experimental",NA,"control-impact","field",NA,"exclosure","size-selective exclosures","nutrient manipulation",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","5","annual","not redundant","individual",NA,"groups of species",NA,"lichens, mosses, vascular_plants","not reported","no concern",NA,"other abundance measure","number of hits in point intercept","Clethrionomys_rufocanus, Lemmus_lemmus, Lepus_timidus, Rangifer_tarandus","several","small rodents and pikas, other vertebrates","several","autumn, spring, year-round","not reported",NA,"non-managed",NA,"no concern",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",48.0526601733813,"P","not reported","dwarf_shrub_heath","not reported",NA,"documented by referring to another study","not reported","not reported","mossy dwarf shrub heath dominated by Betula nana, Empetrum nigrum and Vaccinium myrtillus","Isabel C Barrio","Isabel C Barrio",-40,87,23,9513,148,-219,367,87,-110,87,-159,590,74,36,20,184,116,184,134,-106.063525326086,0.202898550724638,0.409832105676728,0.876099923582508,2.72238343794086,4.99540553919957,55.3726178739626,102.508784105488,0.0939479904096968,0.068102807191722,1.1728071652031,23.966667,69.766667,TRUE
"370","Hamback, Grellmann, Hjalten","Winter herbivory by voles during a population peak: the importance of plant quality","Ecography",2002,"english",NA,"2192_a","Norway",NA,"Joatka",69.75,24.5,"1992","1993","not reported",440,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"none",NA,"from 1x1 km to 10x10 km","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","2","once","not redundant","population/species",NA,"population/species",NA,"Vaccinium_myrtillus","not reported","no concern",NA,"several","biomass, direct signs of herbivory, physiological response","Clethrionomys_rufocanus","small rodents and pikas",NA,"winter",NA,"removal of plant parts",NA,"non-managed",NA,"no concern",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",48.0526601733813,"I","productivity_gradient","low_arctic_tundra","not reported",NA,"not reported","not reported","not reported","described patterns of herbivory and chemical defence of plants at the landscape level. check redundancy: This   study   thus   complements   previous studies  of  microtine-plant  interactions  in  the  research area  (Oksanen  and  Oksanen  1981,  1992,  Moen  et  al.1993, Oksanen and Moen 1994, Hamba ¨ck et al. 1998). biomass, direct signs of herbivory, physiological response (chemical defence). The study design includes habitats along a gradient of productivity, from herb meadows to fell fields. I have grouped them broadly into low_arctic_tundra (described as such in the study)","Isabel C Barrio","Isabel C Barrio",-40,89,23,9697,151,-224,375,89,-111,89,-162,553,75,32,25,186,102,186,117,-106.063525326086,0.202898550724638,0.409832105676728,0.876099923582508,0.770753585180106,3.22390681616376,55.4731236621806,102.59028047445,0.0989958412035874,0.0680402979738589,1.1728071652031,24.5,69.75,TRUE
"371","Handa, Harmsen, Jefferies","Patterns of vegetation change and the recovery potential of degraded areas in a coastal marsh system of the Hudson Bay lowlands","Journal of Ecology",2002,"english",NA,"2193_a","Canada",NA,"La Pérouse Bay",58.8449,-94.8289,"1984","1997","not reported",14,"quasi-experimental",NA,"control-impact","field",NA,"exclosure",NA,"none",NA,"not reported","up to  1x1 m (including 1x1 m)","from  1x1 m to 10x10 m (including 10x10m)","14","twice, interval longer than one year","not redundant","population/species",NA,"population/species",NA,"Puccinellia_phryganodes","not reported","not reported",NA,"cover",NA,"Chen_caerulescens_caerulescens","waterfowl",NA,"several","spring, summer","several","removal of plant parts, disturbance","other","not reported","invasive/introduced",NA,"not reported","historical and current","other","unknown recovery potential","not reported","not reported","not reported","not reported",20.7045807996302,"P","not reported","supratidal_sediments, intertidal_flats","other","salinity, isostatic uplift, icing/winter damage, permafrost, surface hydrology","mentioned","mentioned","mentioned",NA,"Hildur Søndergaard","Isabel C Barrio",-74,93,18,14290,179,-329,508,97,-251,102,-261,409,60,14,44,165,46,157,49,-46.881864772315,0.289151230462519,0.594142371601335,0.944676593008592,0,0.522100743526158,NA,NA,NA,NA,8.61529828988081,-94.8289,58.8449,TRUE
